id,title,link,category,elo_score
348,Gastronationalism,https://en.wikipedia.org/wiki/Gastronationalism,Politics,1200
350,Anti-incumbency,https://en.wikipedia.org/wiki/Anti-incumbency,Politics,1200
352,Delaying tactic,https://en.wikipedia.org/wiki/Delaying_tactic,Politics,1200
354,Health politics,https://en.wikipedia.org/wiki/Health_politics,Politics,1200
356,Democratic intervention,https://en.wikipedia.org/wiki/Democratic_intervention,Politics,1200
358,Testing the waters,https://en.wikipedia.org/wiki/Testing_the_waters,Politics,1200
360,Regional autonomy,https://en.wikipedia.org/wiki/Regional_autonomy,Politics,1200
362,Political argument,https://en.wikipedia.org/wiki/Political_argument,Politics,1200
364,Spin room,https://en.wikipedia.org/wiki/Spin_room,Politics,1200
366,Political crisis,https://en.wikipedia.org/wiki/Political_crisis,Politics,1200
368,Partisan sorting,https://en.wikipedia.org/wiki/Partisan_sorting,Politics,1200
370,Oral democracy,https://en.wikipedia.org/wiki/Oral_democracy,Politics,1200
372,Political insult,https://en.wikipedia.org/wiki/Political_insult,Politics,1200
374,Substitute (elections),https://en.wikipedia.org/wiki/Substitute_(elections),Politics,1200
376,Action alert,https://en.wikipedia.org/wiki/Action_alert,Politics,1200
378,Pro-Truth Pledge,https://en.wikipedia.org/wiki/Pro-Truth_Pledge,Politics,1200
380,Service-oriented government,https://en.wikipedia.org/wiki/Service-oriented_government,Politics,1200
382,Gender power gap,https://en.wikipedia.org/wiki/Gender_power_gap,Politics,1200
5,Human rights,https://en.wikipedia.org/wiki/Human_rights,Culture,1200
22,Lifestyle (social sciences),https://en.wikipedia.org/wiki/Lifestyle_(social_sciences),Culture,1184
53,Human interactions with microbes,https://en.wikipedia.org/wiki/Human_interactions_with_microbes,Culture,1184
74,Paulistania (region),https://en.wikipedia.org/wiki/Paulistania_(region),Culture,1184
76,Cultural competency training,https://en.wikipedia.org/wiki/Cultural_competency_training,Culture,1216
124,Fundamental plane (spherical coordinates),https://en.wikipedia.org/wiki/Fundamental_plane_(spherical_coordinates),Geography,1184
177,History of alien abduction claims,https://en.wikipedia.org/wiki/History_of_alien_abduction_claims,History,1184
179,History of magic,https://en.wikipedia.org/wiki/History_of_magic,History,1184
191,Friends with benefits relationships,https://en.wikipedia.org/wiki/Friends_with_benefits_relationships,Human activities,1184
269,Planetary consciousness,https://en.wikipedia.org/wiki/Planetary_consciousness,Society,1184
308,Tribal chief,https://en.wikipedia.org/wiki/Tribal_chief,Politics,1184
310,Diplomatic mission,https://en.wikipedia.org/wiki/Diplomatic_mission,Politics,1184
312,Democratization,https://en.wikipedia.org/wiki/Democratization,Politics,1184
314,Political polarization,https://en.wikipedia.org/wiki/Political_polarization,Politics,1184
316,Political globalization,https://en.wikipedia.org/wiki/Political_globalization,Politics,1184
318,Politically exposed person,https://en.wikipedia.org/wiki/Politically_exposed_person,Politics,1184
320,World domination,https://en.wikipedia.org/wiki/World_domination,Politics,1184
322,Spin (propaganda),https://en.wikipedia.org/wiki/Spin_(propaganda),Politics,1184
324,Public interest,https://en.wikipedia.org/wiki/Public_interest,Politics,1184
326,Outline of political science,https://en.wikipedia.org/wiki/Outline_of_political_science,Politics,1216
328,Critical juncture theory,https://en.wikipedia.org/wiki/Critical_juncture_theory,Politics,1184
330,Global policeman,https://en.wikipedia.org/wiki/Global_policeman,Politics,1184
